Time,Acceleration,Velocity,Height,Mass,Thrust
2.410000,72.619048,122.477326,137.508455,0.126000,9.150000
2.420000,72.744137,123.106698,138.739522,0.125783,9.150000
2.430000,72.869658,123.737324,139.976895,0.125567,9.150000
2.440000,72.995612,124.369210,141.220587,0.125350,9.150000
2.450000,73.122003,125.002360,142.470611,0.125133,9.150000
2.460000,73.248833,125.636779,143.726978,0.124917,9.150000
2.470000,73.376103,126.272470,144.989703,0.124700,9.150000
2.480000,73.503816,126.909438,146.258797,0.124483,9.150000
2.490000,73.631974,127.547688,147.534274,0.124267,9.150000
2.500000,73.760580,128.187224,148.816147,0.124050,9.150000
2.510000,73.889637,128.828050,150.104427,0.123833,9.150000
2.520000,74.019145,129.470171,151.399129,0.123617,9.150000
2.530000,74.149109,130.113592,152.700265,0.123400,9.150000
2.540000,74.279529,130.758318,154.007848,0.123183,9.150000
2.550000,74.410409,131.404352,155.321891,0.122967,9.150000
2.560000,74.541752,132.051699,156.642408,0.122750,9.150000
2.570000,74.673558,132.700365,157.969412,0.122533,9.150000
2.580000,74.805832,133.350353,159.302916,0.122317,9.150000
2.590000,74.938575,134.001669,160.642932,0.122100,9.150000
2.600000,75.071790,134.654317,161.989475,0.121883,9.150000
2.610000,75.205479,135.308302,163.342558,0.121667,9.150000
2.620000,75.339646,135.963628,164.702195,0.121450,9.150000
2.630000,75.474292,136.620301,166.068398,0.121233,9.150000
2.640000,75.609420,137.278325,167.441181,0.121017,9.150000
2.650000,75.745033,137.937706,168.820558,0.120800,9.150000
2.660000,75.881133,138.598447,170.206543,0.120583,9.150000
2.670000,76.017724,139.260554,171.599148,0.120367,9.150000
2.680000,76.154806,139.924032,172.998388,0.120150,9.150000
2.690000,76.292385,140.588886,174.404277,0.119933,9.150000
2.700000,76.430461,141.255121,175.816828,0.119717,9.150000
2.710000,76.569038,141.922741,177.236056,0.119500,9.150000
2.720000,76.708118,142.591752,178.661973,0.119283,9.150000
2.730000,76.847704,143.262159,180.094595,0.119067,9.150000
2.740000,76.987800,143.933967,181.533935,0.118850,9.150000
2.750000,77.128407,144.607181,182.980006,0.118633,9.150000
2.760000,77.269529,145.281807,184.432825,0.118417,9.150000
2.770000,77.411168,145.957848,185.892403,0.118200,9.150000
2.780000,77.553327,146.635312,187.358756,0.117983,9.150000
2.790000,77.696009,147.314202,188.831898,0.117767,9.150000
2.800000,77.839217,147.994524,190.311843,0.117550,9.150000
2.810000,77.982955,148.676283,191.798606,0.117333,9.150000
2.820000,78.127224,149.359486,193.292201,0.117117,9.150000
2.830000,78.272027,150.044136,194.792642,0.116900,9.150000
2.840000,78.417369,150.730240,196.299945,0.116683,9.150000
2.850000,78.563251,151.417802,197.814123,0.116467,9.150000
2.860000,78.709677,152.106829,199.335191,0.116250,9.150000
2.870000,78.856650,152.797325,200.863164,0.116033,9.150000
2.880000,79.004173,153.489297,202.398057,0.115817,9.150000
2.890000,79.152249,154.182750,203.939885,0.115600,9.150000
2.900000,79.300881,154.877688,205.488662,0.115383,9.150000
2.910000,79.450072,155.574119,207.044403,0.115167,9.150000
2.920000,79.599826,156.272047,208.607123,0.114950,9.150000
2.930000,79.750145,156.971479,210.176838,0.114733,9.150000
2.940000,79.901033,157.672419,211.753562,0.114517,9.150000
2.950000,80.052493,158.374874,213.337311,0.114300,9.150000
2.960000,80.204529,159.078849,214.928100,0.114083,9.150000
2.970000,80.357143,159.784351,216.525943,0.113867,9.150000
2.980000,80.510339,160.491384,218.130857,0.113650,9.150000
2.990000,80.664120,161.199955,219.742857,0.113433,9.150000
3.000000,80.818490,161.910070,221.361957,0.113217,9.150000
3.010000,80.973451,162.621735,222.988175,0.113000,9.150000
3.020000,0.000000,162.523665,224.613411,0.113000,0.000000
3.030000,0.000000,162.425595,226.237667,0.113000,0.000000
3.040000,0.000000,162.327525,227.860942,0.113000,0.000000
3.050000,0.000000,162.229455,229.483237,0.113000,0.000000
3.060000,0.000000,162.131385,231.104551,0.113000,0.000000
3.070000,0.000000,162.033315,232.724884,0.113000,0.000000
3.080000,0.000000,161.935245,234.344236,0.113000,0.000000
3.090000,0.000000,161.837175,235.962608,0.113000,0.000000
3.100000,0.000000,161.739105,237.579999,0.113000,0.000000
3.110000,0.000000,161.641035,239.196410,0.113000,0.000000
3.120000,0.000000,161.542965,240.811839,0.113000,0.000000
3.130000,0.000000,161.444895,242.426288,0.113000,0.000000
3.140000,0.000000,161.346825,244.039756,0.113000,0.000000
3.150000,0.000000,161.248755,245.652244,0.113000,0.000000
3.160000,0.000000,161.150685,247.263751,0.113000,0.000000
3.170000,0.000000,161.052615,248.874277,0.113000,0.000000
3.180000,0.000000,160.954545,250.483822,0.113000,0.000000
3.190000,0.000000,160.856475,252.092387,0.113000,0.000000
3.200000,0.000000,160.758405,253.699971,0.113000,0.000000
3.210000,0.000000,160.660335,255.306575,0.113000,0.000000
3.220000,0.000000,160.562265,256.912197,0.113000,0.000000
3.230000,0.000000,160.464195,258.516839,0.113000,0.000000
3.240000,0.000000,160.366125,260.120500,0.113000,0.000000
3.250000,0.000000,160.268055,261.723181,0.113000,0.000000
3.260000,0.000000,160.169985,263.324881,0.113000,0.000000
3.270000,0.000000,160.071915,264.925600,0.113000,0.000000
3.280000,0.000000,159.973845,266.525338,0.113000,0.000000
3.290000,0.000000,159.875775,268.124096,0.113000,0.000000
3.300000,0.000000,159.777705,269.721873,0.113000,0.000000
3.310000,0.000000,159.679635,271.318670,0.113000,0.000000
3.320000,0.000000,159.581565,272.914485,0.113000,0.000000
3.330000,0.000000,159.483495,274.509320,0.113000,0.000000
3.340000,0.000000,159.385425,276.103174,0.113000,0.000000
3.350000,0.000000,159.287355,277.696048,0.113000,0.000000
3.360000,0.000000,159.189285,279.287941,0.113000,0.000000
3.370000,0.000000,159.091215,280.878853,0.113000,0.000000
3.380000,0.000000,158.993145,282.468784,0.113000,0.000000
3.390000,0.000000,158.895075,284.057735,0.113000,0.000000
3.400000,0.000000,158.797005,285.645705,0.113000,0.000000
3.410000,0.000000,158.698935,287.232695,0.113000,0.000000
3.420000,0.000000,158.600865,288.818703,0.113000,0.000000
3.430000,0.000000,158.502795,290.403731,0.113000,0.000000
